,episode no.,speaker,dialouge
3051,12,Summer 2 or 4 after splitting into 4 (not shown):,"< span style=""font weight : normal "" > oh crap!</span >"
3052,12,All Ricks: ,"< span style=""font weight : normal"">oh god three outnumb get cupboard wait ’ll know wait wait think get cupboard realli aaaah want sick fuck want see children die?</span >"
3053,12,Beth: ,"< span style=""font weight : normal"">you son bitch stop live say so!</span >"
3054,12,Lawyer:,"< span style=""font weight : normal "" > michael.</span >"
3055,12,Vet:,"< span style=""font weight : normal "" > now?</span >"
3056,12,Hunter:,"< span style=""font weight : normal "" > lawyer.</span >"
3057,12,Lawyer:,"< span style=""font weight : normal "" > ’m notifi madam counti deer shot hunter hunter ’s properti regardless far run intercept die call brad ’s law make stop surgeri point perform venison < /span >"
3058,12,Hunter: ,"< span style=""font weight : normal"">actu ’ve decid eat fear conflict ’m sure ruin meat ’m go use head rec room wall.</span >"
3059,12,Jerry:,"< span style=""font weight : normal "" > normal work horses.</span >"
3060,12,Beth: ,"< span style=""font weight : normal"">jerri go help get fuck reach heaven yank scream deer soul back!</span >"
3061,12,Vet: ,"< span style=""font weight : normal"">jesus </span >"
3062,12,All Ricks: ,"< span style=""font weight : normal"">shh shh know creepi old monster know think oh think ’m go think ’m stand well mayb right!</span >"
3063,12,All Summers:,"< span style=""font weight : normal "" > holi shit what?</span >"
3064,12,All Mortys:,"< span style=""font weight : normal "" > well knock rick peed pant mean synchronized?</span >"
3065,12,All Summers:,"< span style=""font weight : normal "" > right.</span >"
3066,12,All Mortys:,"< span style=""font weight : normal "" > okay whatev certain.</span >"
3067,12,All Summers:,"< span style=""font weight : normal "" > right </span >"
3068,12,All Mortys: ,"< span style=""font weight : normal"">i think ’m certain f’d a.</span >"
3069,12,All Ricks:,"< span style=""font weight : normal "" > oh god head guy do?</span >"
3070,12,All Mortys: ,"< span style=""font weight : normal"">we put dog crate act crazi caus anoth time fractur < /span >"
3071,12,All Summers: ,"< span style=""font weight : normal"">you tri kill yourself!</span >"
3072,12,All Ricks:,"< span style=""font weight : normal "" > self defens tri kill first guy expect understand time break twice mean problem two time bigger ’ve got half much time solv well actual expect understand basic math c could someon let die cage lose bet < /span >"
3073,12,All Summers: ,"< span style=""font weight : normal"">well way prove threat other anymore?</span >"
3074,12,All Ricks:,"< span style=""font weight : normal "" > ah god ’s sake alright give time crystal.</span >"
3075,12,All Mortys:,"< span style=""font weight : normal "" > w what’re doing?</span >"
3076,12,All Ricks:,"< span style=""font weight : normal "" > call listen * belch * ’ll probabl go voic mail sinc know ’m call myself.</span >"
3077,12,All Rick phones:,"< span style=""font weight : normal "" > hello rick here.</span >"
3078,12,All Ricks:,"< span style=""font weight : normal "" > fall bit.</span >"
3079,12,All Rick phones:,"< span style=""font weight : normal "" > kid haha got rick ’ve reach rick ’s voicemail know * beep*.</span >"
3080,12,All Ricks:,"< span style=""font weight : normal "" > hey rick rick listen ’m sorri earlier hard feel know know mean take easi whoa damn look ’m blown three new voicemail * voicemail repeat * yeah yeah heard one * voicemail repeat two time * get idea * belch * cool now.</span >"
3081,12,All Summers:,"< span style=""font weight : normal "" > okay well still go let crate.</span >"
3082,12,All Ricks:,"< span style=""font weight : normal "" > fine ’ll myself.</span >"
3083,12,All Mortys: ,"< span style=""font weight : normal"">if could get whole time you?</span >"
3084,12,All Ricks: ,"< span style=""font weight : normal"">because wait certain want morty differ ’m certain walk burlap sack fill turds.</span >"
3085,12,All Mortys: ,"< span style=""font weight : normal"">y know geez rick — — realli tear right know word hurt.</span >"
3086,12,Morty 1: ,"< span style=""font weight : normal"">oh god!</span >"
3087,12,Morty 2: ,"< span style=""font weight : normal"">it monster!</span >"
3088,12,Morty 3: ,"< span style=""font weight : normal"">oh god monster!</span >"
3089,12,Summer 1: ,"< span style=""font weight : normal"">it monster!</span >"
3090,12,Summer 4: ,"< span style=""font weight : normal"">it monster!</span >"
3091,12,Testicle Monster A:,"< span style=""font weight : normal "" > ey ye ey quit yellin ’ quit yellin’.</span >"
3092,12,Summer 1: *,"< span style=""font weight : normal"">screams</span >"
3093,12,Summer 4:,"< span style=""font weight : normal "" > oh god </span >"
3094,12,"Morty 2, 3 and 4: *","< span style=""font weight : normal"">screams</span >"
3095,12,Testicle Monster A:,"< span style=""font weight : normal "" > fuck time rip hell broke time twice!</span >"
3096,12,All Ricks:,"< span style=""font weight : normal "" > * sigh*</span >"
3097,12,Testicle Monster A:,"< span style=""font weight : normal "" > happen?</span >"
3098,12,Summers 2 & 3:,"< span style=""font weight : normal "" > yeah even know first time </span >"
3099,12,Morty 1 & 4: ,"< span style=""font weight : normal"">who brother newman time elf?</span >"
3100,12,Testicle Monster A:,"< span style=""font weight : normal "" > shut fuck oh damn ’m 4</span >"
3101,12,All Ricks:,"< span style=""font weight : normal "" > < /span >"
3102,12,Testicle Monster A:,"< span style=""font weight : normal "" > ay damn tryin ’ use to- oh see broke time thought could stick back togeth think go move time standin dumn ass three dimension monkey ass dummies?</span >"
3103,12,All Mortys: ,"< span style=""font weight : normal"">oh way go rick.</span >"
3104,12,All Summers:,"< span style=""font weight : normal "" > yeah grampa way go.</span >"
3105,12,All Ricks:,"< span style=""font weight : normal "" > oh go listen guy got giant testicl head came bubbl know could david berkowitz nutsack land.</span >"
3106,12,Testicle Monster A:,"< span style=""font weight : normal "" > shut put ’ll sync possibl bring back certain time neglig ay ay ay three put collar on!</span >"
3107,12,"Summer 1, 2 and 3:","< span style=""font weight : normal "" > talk about?</span >"
3108,12,"Morty 1, 2 and 3:","< span style=""font weight : normal "" > on.</span >"
3109,12,"Rick 1, 2 and 3:","< span style=""font weight : normal "" > uh </span >"
3110,12,Rick 4:,"< span style=""font weight : normal "" > wear collars.</span >"
3111,12,Testicle Monster A: ,"< span style=""font weight : normal"">exactli obstinate.</span >"
3112,12,"Rick 1, 2 and 3:","< span style=""font weight : normal "" > * belch * what?</span >"
3113,12,"Morty 1, 2 and 3:","< span style=""font weight : normal "" > did!</span >"
3114,12,"Summer 1, 2 and 3:","< span style=""font weight : normal "" > right now.</span >"
3115,12,Rick 4:,"< span style=""font weight : normal "" > alright fine summer morty put ’em on.</span >"
3116,12,Rick:,"< span style=""font weight : normal "" > ye back problem solved.</span >"
3117,12,Summer:,"< span style=""font weight : normal "" > ye back time.</span >"
3118,12,Morty: ,"< span style=""font weight : normal"">y cat cat oh fix it.</span >"
3119,12,Testicle Monster A: ,"< span style=""font weight : normal"">yeah keep collar break weak ass time again.</span >"
3120,12,Rick:,"< span style=""font weight : normal "" > long exactli wear thing realli embarrassing.</span >"
3121,12,Testicle Monster A: ,"< span style=""font weight : normal"">well sinc goin’ time prison ’d say keep em forever.</span >"
3122,12,Summer: ,"< span style=""font weight : normal"">time prison?</span >"
3123,12,Testicle Monster A: ,"< span style=""font weight : normal"">yeah well know expect think got crystal way dumb ass assin ’ ass ass could ever one stolen.</span >"
3124,12,Summer: ,"< span style=""font weight : normal"">you stole time freez crystal testic monsters?</span >"
3125,12,Rick:,"< span style=""font weight : normal "" > would happi pay summer exactli sell costco.</span >"
3126,12,Testicle Monster A: ,"< span style=""font weight : normal"">ututututut would better keep back man turn ass third trimest fetu 30 yards.</span >"
3127,12,Vet:,"< span style=""font weight : normal "" > hmm </span >"
3128,12,Beth: ,"< span style=""font weight : normal"">is kitten somewher need manicure?</span >"
3129,12,Lawyer:,"< span style=""font weight : normal "" > right mrs smith * whisper * give anger neglect deer.</span >"
3130,12,Jerry:,"< span style=""font weight : normal "" > honey go okay men cervine institute elk moos deer stag take deer helicopt fli countri ’s top deer surgeon wildlif reserv across state border jurisdict ends.</span >"
3131,12,Vet:,"< span style=""font weight : normal "" > guess end that.</span >"
3132,12,Lawyer:,"< span style=""font weight : normal "" > one thing accord state ’s veterinarian statute anim transfer current attend physician verbal confirm inabl provid adequ care heard man hors doctor say could hack it.</span >"
3133,12,Jerry:,"< span style=""font weight : normal "" > </span >"
3134,12,Testicle Monster A: ,"< span style=""font weight : normal"">(on phone ) uh huh motha- earth dude ’m talk ’bout yeah dinosaur ’ve get dolphin peopl ’ve gone far alright man ’ll talk later okay ( hang ) know 3</span >"
3135,12,Morty:,"< span style=""font weight : normal "" > this?</span >"
3136,12,Testicle Monster A: ,"< span style=""font weight : normal"">y think want omnisci immort transcend time space whole life got ambit man bringin ’ guy ticket up.</span >"
3137,12,Rick:,"< span style=""font weight : normal "" > told huge ticket right behind you?</span >"
3138,12,Testicle Monster A: ,"< span style=""font weight : normal"">y realli think ’m stupid?</span >"
3139,12,Rick: ,"< span style=""font weight : normal"">alright hear immort right mean life infinit well case 100 % chanc ’ll eventu everyth < /span >"
3140,12,Testicle Monster A: ,"< span style=""font weight : normal"">i argu that.</span >"
3141,12,Rick:,"< span style=""font weight : normal "" > ah god gross weird!</span >"
3142,12,(,"< span style=""font weight : normal"">rick drop gun crawl toward street)</span >"
3143,12,Testicle Monster A: ,"< span style=""font weight : normal"">chris!</span >"
3144,12,Testicle Monster A: ,"< span style=""font weight : normal"">you kill gun!</span >"
3145,12,Rick:,"< span style=""font weight : normal "" > summer morty take collars!</span >"
3146,12,Testicle Monster A: ,"< span style=""font weight : normal"">what hell doing?</span >"
3147,12,Rick:,"< span style=""font weight : normal "" > good question suppos answer : ’m certain!</span >"
3148,12,Testicle Monster A: ,"< span style=""font weight : normal"">oh doin’?</span >"
3149,12,Rick 1:,"< span style=""font weight : normal "" > idea!</span >"
3150,12,Rick 2:,"< span style=""font weight : normal "" > ’m sure.</span >"
3151,12,All Ricks (off sync): ,"< span style=""font weight : normal"">mayb mayb not.</span >"
3152,12,All Ricks (off sync):,"< span style=""font weight : normal "" > ’m realli uncertain everyth even kick ass!</span >"
3153,12,Testicle Monster A: ,"< span style=""font weight : normal"">lis- ay ah arm vestigi poke eye would six million year ago < /span >"
3154,12,All Summers (off sync): ,"< span style=""font weight : normal"">com let us help grampa.</span >"
3155,12,All Mortys (off sync):,"< span style=""font weight : normal "" > yeah ’m like hundr percent sure anything.</span >"
3156,12,"Summers 1, 2, 3, 8, 9, 10, 12, 17, 18, 20, 25, 28, 29, 31: Beat his ass!",
3157,12,"Summers 1, 3, 4, 5, 7, 8, 10, 11, 14, 16, 18, 19, 23, 25, 27, 28: Get him!",
3158,12,"Summers 2, 6, 9, 12, 13, 15, 17, 20, 21, 22, 24, 26, 29, 30, 31, 32: Beat him up!",
3159,12,Morty 23:,"< span style=""font weight : normal "" > kick ass rick!</span >"
3160,12,Rick 23:,  die motherfuck
3161,12,Testicle Monster A:,"< span style=""font weight : normal "" > ow ’m defeat </span >"
3162,12,Summer 23:,"< span style=""font weight : normal "" > happen < /span >"
3163,12,Rick 23:,"< span style=""font weight : normal "" > time fall apart ’ve got get back certainti quick give collars!</span >"
3164,12,Morty 23:,"< span style=""font weight : normal "" > oh man fix like thirti < /span >"
3165,12,Rick 23: ,"< span style=""font weight : normal"">morty fix three thirti one version also fix three total 96 ’m idiot know decis hand ( phillip / flathead ) screwdriv actual make ( phillip / flathead).</span >"
3166,12,All Ricks (off sync): ,"< span style=""font weight : normal"">oh shit.</span >"
3167,12,Jerry:,"< span style=""font weight : normal "" > look know kind nuisanc today know fault hit deer know want one save < /span >"
3168,12,Beth: ,"< span style=""font weight : normal"">whatever petti would care less anim ’s life ego?</span >"
3169,12,Jerry: ,"< span style=""font weight : normal"">hmm would pretti petti would still woman married.</span >"
3170,12,Beth: ,"< span style=""font weight : normal"">wher going?</span >"
3171,12,Jerry: ,"< span style=""font weight : normal"">on last stop.</span >"
3172,12,Beth:,"< span style=""font weight : normal "" > helicopter?</span >"
3173,12,Jerry: ,"< span style=""font weight : normal"">ther helicopt cervin institute.</span >"
3174,12,Beth:,"< span style=""font weight : normal "" > top deer surgeon </span >"
3175,12,Jerry:,"< span style=""font weight : normal "" > ’m look her.</span >"
3176,12,Cold Stone Employee:,"< span style=""font weight : normal "" > would better get move light design basic ice cream work go last night.</span >"
